favourite_count,retweet_account,time,tweet
2281,563,2016-08-16 18:48:31,Were taking important steps to help guarantee the basic security of paid family leave. https://t.co/yvRhINmIGA #LeadOnLeave
3502,1095,2016-08-16 16:34:06,Senate leaders must stop obstructing our Supreme Court. Take a stand and show your support. https://t.co/1AaykUkmvn #DoYourJob
9447,2814,2016-08-16 14:52:05,Reminder: It's the Senate's job to fairly consider Supreme Court nominees. #DoYourJob https://t.co/xrkYcRsLNw
6790,1526,2016-08-15 20:48:38,"Today, thousands of young DREAMers are able to fully contribute to our communities and our economy. https://t.co/szjWDVYm9X"
4059,1225,2016-08-15 18:50:25,Judge Garland deserves a fair hearing and an up-or-down vote. Add your voice and show your support: https://t.co/OVDjQVdx3v #DoYourJob
8721,2736,2016-08-15 17:07:35,Its not too late. Senate leaders can still make this right and give Judge Garland an up-or-down vote. https://t.co/ysc4UvluR0
3176,975,2016-08-15 15:31:40,Editorial boards around the country agree: Our judicial system is too important to be used as a political football. https://t.co/f1INOTKcmL
5655,1162,2016-08-13 18:56:56,"""There's no doubt that America has become a global leader in the fight against climate change."" President Obama https://t.co/nuI6cbADqm"
3700,792,2016-08-13 17:44:19,"In the weekly address, President Obama discusses progress made in combating climate changeand what's left to do. https://t.co/nuI6cbADqm"
10223,3414,2016-08-12 21:55:01,Let's be clear: Senate leaders are playing political games with the Supreme Court. #DoYourJob https://t.co/EpPURJ3Dwa
5202,1373,2016-08-12 20:08:23,The Clean Power Plan will improve the future health and well-being of our children and families. #ActOnClimate https://t.co/Kw09SczeRv
2519,635,2016-08-12 18:39:17,"Not long ago, women could be charged more for health insurancefor being women. There's more to do: https://t.co/YQE99FTIoH #StandWithWomen"
4232,1446,2016-08-12 16:44:18,Equality isn't a zero-sum game. https://t.co/Gj2V95WzPO
16207,4562,2016-08-12 15:17:03,Five months is long enough. It's time for a fair hearing and an up-or-down vote. https://t.co/PyMjLh8UJ8
2703,898,2016-08-11 21:58:25,Senate leaders continue to obstruct a full Supreme Court and it must stopadd your name if you agree: https://t.co/UWY4jtePG2 #DoYourJob
3071,1010,2016-08-11 20:33:29,Read what major news outlets are saying about the critical need for a fully functioning Supreme Court: https://t.co/phINUVx7gh
3836,961,2016-08-11 18:51:00,"20 million more insured  
15 million new jobs  
A global climate agreement  

Let's keep it going: https://t.co/bs3lO6xPr8"
2144,647,2016-08-11 17:34:34,Don't let misinformation go unchallenged. Join the @OFA Truth Team and get the facts to fight back: https://t.co/Vs5CT07FZm
16730,5990,2016-08-11 15:56:30,Being cynical is easy. It's having hope in the face of adversity that's hardbut essential. https://t.co/60rtFlFjWp
2151,371,2016-08-10 20:26:56,Grab one of these for all your progressive organizing travels. https://t.co/1sNkW0iJwY https://t.co/UlT5Wszne5
2466,545,2016-08-10 17:36:47,Don't let the cynics win. Keep pushing for change with @OFA. https://t.co/uNYCHVCDWH
12314,3301,2016-08-10 15:37:25,We've accomplished so much as a movementand it's thanks to the power of organizing. https://t.co/9VIhARMNvL
11916,5384,2016-08-09 20:54:12,Judge Garland has now waited 146 days. That's shamefuland irresponsible. #DoYourJob https://t.co/JaP7YUQyOV
3273,1081,2016-08-09 19:01:12,Senate leaders are hamstringing our Supreme Court. This obstruction is unprecedentedand unacceptable: https://t.co/G3HWlzCJx6 #DoYourJob
3606,1093,2016-08-09 16:59:27,Editorial boards from across the country have called on Senate leaders to fill the Supreme Court vacancy. https://t.co/oEPoijSThE
6039,1553,2016-08-08 21:00:26,President Obama has done more to improve energy efficiency than any previous U.S. leader. https://t.co/RnYnwaopaG #ActOnClimate
3731,944,2016-08-08 19:41:06,Adding clean energy jobs is another way the U.S. is continuing to #ActOnClimate. https://t.co/EbM6XUrDRW
1749,479,2016-08-08 18:13:28,Show your support for bold action to fight climate change. https://t.co/DnEYpzMPrY #ActOnClimate
7171,1654,2016-08-08 16:40:55,Americans across the country agree that we need bold action in the fight against climate change. #ActOnClimate https://t.co/znuajZ6CmE
3875,1731,2016-08-08 15:16:19,These extreme records aren't a flukeclimate change is largely caused by human activity. https://t.co/vENHkR9Exl #ActOnClimate
7976,1726,2016-08-06 19:17:13,"""Team USA reminds the world why America always sets the gold standard."" President Obama https://t.co/N0gNxp5fEg"
13063,3897,2016-08-05 21:12:10,President Obama reflects on his experience as a feministand his hopes to continue building toward gender equality. https://t.co/77Sy5Fi0kr
11522,3098,2016-08-05 18:18:35,Today's jobs report underscores what we know to be true: America's economy is the strongest in the world. https://t.co/iXJjuWeOB6
5666,1624,2016-08-05 16:49:43,This is a good thing for American workers and businessesbut there's more work to do. https://t.co/QGb6k0pwPr
6755,1588,2016-08-05 15:42:51,Our economy is continuing its comeback. Let's keep up the progress. https://t.co/qUPGBzkqQ5
9484,2885,2016-08-05 14:31:09,"The economy added 255,000 jobs in Julya record-breaking 77 months of private-sector job growth."
5674,1149,2016-08-04 22:29:15,Its President Obamas last birthday in officedont forget to sign the card. https://t.co/CLi4FB4WKp
17422,4729,2016-08-04 20:01:09,Keep that smile going strong. Wish President Obama a happy 55th birthday today: https://t.co/tSHQHvncPX https://t.co/G2qXz14MS1
7791,1670,2016-08-04 17:46:02,Make President Obama's last birthday in office extra special. Sign the card: https://t.co/DgxEf3bhxa #TBT https://t.co/eEqqEJ114i
6110,1397,2016-08-04 16:22:52,The Clean Power Plan is one of the biggest steps forward in the fight to #ActOnClimate. https://t.co/UBXPe98NUF
9955,2050,2016-08-04 14:24:41,One last birthday as Organizer-in-Chief. Help make it a good onesign the card now: https://t.co/B5SHzEgogW https://t.co/5CDfypnatQ
9988,3299,2016-08-03 23:32:15,"Birthday game: stronger. 
Wish President Obama a happy 55th. https://t.co/SXUywd7WiG https://t.co/fs6mKxiGAf"
3666,808,2016-08-03 21:42:57,"From the Clean Power Plan to the Paris Climate Agreement, the U.S. is leading the way in the fight to #ActOnClimate. https://t.co/aBMaZdrgGB"
4966,1036,2016-08-03 20:06:31,Don't sleep on thisthe President's birthday is tomorrow. Sign the card now: https://t.co/3WFStgOrZs https://t.co/gnVYxrg3Xx
2195,568,2016-08-03 18:35:01,Today is the one-year anniversary of the Clean Power Planshow your support in the fight to #ActOnClimate. https://t.co/0knkqAe3oE
6134,1571,2016-08-03 17:11:59,The Clean Power Plan will cut carbon pollution from power plants by 32 percent by 2030. #ActOnClimate https://t.co/UDp2Ti5ji1
10072,1865,2016-08-03 15:37:16,Show President Obama some love on his 55th birthdaysign the birthday card. https://t.co/Tzhrrxe07J https://t.co/Bxl1FsOVFd
10448,2762,2016-08-02 20:46:30,"Step 1: Sign President Obama's birthday card. 
Step 2: Celebrate. https://t.co/h7pKIzy7cc https://t.co/9tW6bxDIiT"
2475,741,2016-08-02 19:45:37,Senate leaders are weakening our highest court by refusing to vote on Judge Garland. https://t.co/FPgZJBQKL5 #DoYourJob
18244,8295,2016-08-02 18:21:55,It has been a record-breaking 139 days since Judge Garland was nominated and still no hearing or vote. #DoYourJob https://t.co/IX6RxQ300I
4418,1841,2016-08-02 16:41:49,"Supreme Court seats: 9
Current number of Justices: 8
Number of hearings/votes on President Obama's nominee: 0
https://t.co/lpyEEkFhrf"
4477,825,2016-08-02 15:28:10,44 is turning 55. Celebratesign the card. https://t.co/608nLDOLP4
3101,946,2016-08-01 20:58:54,Judge Garland should get a fair hearing and an up-or-down vote from the Senate. Speak out. https://t.co/7pWxq5J2DO #DoYourJob
16311,7165,2016-08-01 18:45:24,"The Supreme Court still needs a ninth justice, but Senate leaders are still refusing to do their jobs. #DoYourJob https://t.co/HmgNHkz7e8"
6649,1232,2016-08-01 16:47:09,55? May be time for some new material. Join @OFA in wishing President Obama happy birthday. https://t.co/oUxjlKyav0 https://t.co/43jKdxP6Ys
2894,702,2016-08-01 15:38:07,Keep up with the issues that matter to you. Spread the facts. Join the @OFA Truth Team. https://t.co/bjY7c005w5 https://t.co/SDHeeVPnlR
5528,1356,2016-07-30 18:58:41,"""We all have to do our job. The President has done his. Senate Republicans must do theirs."" @VP Biden https://t.co/QxhI589Zdv #DoYourJob"
7702,1513,2016-07-30 17:36:21, Sign the card and wish President Obama a happy birthday.  https://t.co/NgkIZGXHbc https://t.co/0dkapeIOjR
2136,453,2016-07-30 16:39:38,"In the weekly address, retired Federal Judge Timothy Lewis joins @VP Biden to discuss the #SCOTUS vacancy. https://t.co/QxhI58rAC5"
7684,3164,2016-07-29 20:22:00,"Before their obstruction of President Obama's nominee, these six senators voted to confirm Judge Garland. https://t.co/xiGIdD2Ask"
2832,728,2016-07-29 19:05:14,Add your name if you think the Supreme Court is no place for partisan political games: https://t.co/sK8BDevFue #DoYourJob
17163,5723,2016-07-29 17:42:34,It's been a record-breaking 135 days since President Obama nominated Judge Garland. The obstruction must end. https://t.co/0P8jRkYUCq
6252,1223,2016-07-29 16:10:29,Help President Obama celebrate his 55th birthday by signing @OFA's card today: https://t.co/nr2aVrgt7C https://t.co/RZuTbsfesr
2977,872,2016-07-28 20:41:09,Our children's health and prosperity is too important to ignore the consequences of climate change. Speak out now: https://t.co/sDgDkRxb6W
3156,1119,2016-07-28 19:41:38,"Wildfire seasons are getting longer, more dangerous, and more expensive. We need to do more to #ActOnClimate. https://t.co/hpHjwknx3v"
2354,479,2016-07-28 16:55:18,Fighting for progress never goes out of style. Get your @OFA Classic Tee: https://t.co/BeG8Ro7HAH https://t.co/UsSmzlKW4z
4829,1292,2016-07-28 15:31:25,It's time to offer serious solutions on how to build on #Obamacare's progressnot take it away. https://t.co/rw69A5Jybh
8069,1985,2016-07-27 19:38:58,"We've made a lot of progress, but there's still more work to do. https://t.co/CjniZ7ZTTn"
4680,1108,2016-07-27 17:24:00,"Thanks to #Obamacare, millions of Americans have gained the coverage they need. Say you're proud. https://t.co/cDHxzoPFFk"
17226,5444,2016-07-27 15:38:22,"Six years later, and Republican leaders still have no credible #Obamacare alternative. https://t.co/Y6yMqo4bEe"
3752,700,2016-07-26 20:33:08,It's the mark of the movementwear it proud. Get yours today: https://t.co/9EWLm1eEOB https://t.co/WkXpfoMdMm
15689,5884,2016-07-26 19:45:59,Judge Garland is a well qualified nominee. Senate leaders' refusal to even give him a hearing is unacceptable. https://t.co/So0px3M6pr
8026,2081,2016-07-26 18:36:00,Let's be clear: #Obamacare is working and helping millions of Americans. https://t.co/OVZqdsjkOn
3470,1141,2016-07-26 16:25:18,97 percent of climate scientists agreeclimate change is real and man-made. Stand up for bold action: https://t.co/F0IC4JUfn1 #ActOnClimate
9571,2780,2016-07-26 15:13:16,"It's easy to be cynical, but there's no challenge we can't overcome. #ActOnClimate https://t.co/OeUW6YqvLc"
3808,1118,2016-07-25 21:29:04,Add your name if you think we need common-sense legislation to prevent gun violence. https://t.co/u5ACT4qt8v #DisarmHate
13822,4771,2016-07-25 20:33:48,Actively ignoring this epidemic is unacceptable. Congress has to act. #DisarmHate https://t.co/n46r7RDnQI
2733,696,2016-07-25 18:02:26,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy. https://t.co/tnioCrRvkC
11128,3731,2016-07-25 17:02:06,Restoring the Supreme Court to full strength must remain above Senate leaders' petty politics. #DoYourJob https://t.co/H5EWm5gQug
9726,3439,2016-07-25 15:55:36,The federal minimum wage hasn't been raised since 2009. $7.25 isn't enough to make ends meetwe need to #RaiseTheWage.
6458,1512,2016-07-23 17:54:03,"""Our economy is stronger today than it was before the crisis."" President Obama https://t.co/u441ol4m3B"
2699,608,2016-07-23 16:08:53,"In the weekly address, @SenWarren joins President Obama to discuss economic progress and Wall Street reform. https://t.co/u441ol4m3B"
3437,989,2016-07-22 16:41:42,Add your name if you believe Senate leaders need to put aside partisan politics and fill the Supreme Court vacancy: https://t.co/aYkFs9IzS7
9206,3258,2016-07-22 15:23:27,A reminder for Senate leaders: Judge Garland has had strong bipartisan support in the past. #DoYourJob https://t.co/dFjboU0TYX
2460,601,2016-07-21 20:50:14,Ida is one of the millions of people getting new opportunities to go solar and save money. Find out more: https://t.co/GTDwZu2lNT
8706,2478,2016-07-21 19:13:30,Our economy is making real progress. https://t.co/xBgqyYEoG0
12847,5324,2016-07-21 17:55:47,"By almost every economic measure, our economy is better off than it was eight years ago. https://t.co/iWSkzgSIkG"
15402,4437,2016-07-21 15:59:21,Americas businesses have created more than 14 million new private-sector jobs over 76 straight months. https://t.co/e4a5X2bv0j
3928,1656,2016-07-20 19:34:23,"For three years in a row, heat records have been broken across the globe. We have to #ActOnClimate now. https://t.co/Ps1Dk0Asqx"
2837,1016,2016-07-20 15:38:12,Make your voice heard: The Senate must fill the vacancy on the Supreme Court. https://t.co/GguLMpuUkq #DoYourJob
12548,7410,2016-07-19 16:10:17,Today marks 125 days since Judge Garland's nominationthe longest time in history from nomination to confirmation. https://t.co/9qff6NdrmR
3201,1110,2016-07-18 20:43:18,Editorial boards across the country are calling on Senate leaders to fill the Supreme Court vacancy. Read more: https://t.co/IArYejb7bN
4059,1067,2016-07-18 18:45:15,The majority of Americans believe Judge Garland should get a fair hearingadd your name if you agree. https://t.co/mkmVF9JsZW #DoYourJob
2519,902,2016-07-18 16:42:29,Read President Obama's op-ed in the @WSJ on the need for Senate leaders to fill the #SCOTUS vacancy: https://t.co/CdCsAdSJlB #DoYourJob
2558,718,2016-07-17 21:03:38,Happening now: President Obama is delivering a statement on the shooting in Baton Rouge. https://t.co/51KA2cvfHk
2802,562,2016-07-15 18:58:35,Happening now: President Obama is delivering remarks at the Diplomatic Corps Reception. https://t.co/0UeX55Gijc
3107,803,2016-07-14 21:28:10,Tonight: President Obama joins a town hall discussion on communities and policing. Watch at 8 p.m. ET on @ABC: https://t.co/TeFybh04PX
2022,462,2016-07-14 18:33:42,Stay in touch with the latest newsjoin the @OFA Truth Team: https://t.co/7KhfzVgngW https://t.co/4JlimjSOUx
2268,576,2016-07-14 16:27:04,Check out @VP Biden on the Supreme Court vacancy and Senate Republicans continued obstruction. https://t.co/HY8W77Ky1J #DoYourJob
5474,1505,2016-07-13 16:17:21,Watch President Obama deliver remarks at the #DallasMemorial service yesterday. https://t.co/BHIQTdnIDr
3327,805,2016-07-12 18:47:15,President Obama is delivering remarks at an interfaith memorial service for the fallen police officers in Dallas. https://t.co/10WxYmaIke
3003,677,2016-07-12 16:59:15,"At 1:40 p.m. ET, President Obama will be speaking at a memorial service for the fallen police officers in Dallas. https://t.co/mSqpIVvZzZ"
23046,5457,2016-07-04 16:01:21,Happy Fourth of July. https://t.co/AQHiti7Yye
20731,5976,2016-07-03 19:19:13,"""Just imagine the peace and justice that would be possible in our world if we all lived a little more like Elie Wiesel."" President Obama"
2725,680,2016-07-02 15:05:52,Watch President Obama share a #FourthOfJuly message in the weekly address. https://t.co/7S5VzgA4OM
4488,1357,2016-07-01 21:54:03,Millions of Americans believe the Senate should hold a fair hearing for Judge Garland. Are you one of them? https://t.co/y5zGBXLvZZ
2325,693,2016-07-01 20:54:04,"Nationwide, editorial boards agree that Senate leaders should get to work and hold a fair hearing for Judge Garland. https://t.co/y7tYvcyILv"
5726,1384,2016-07-01 19:17:36,Chicago raising its minimum wage is another reminder: Congress needs to keep up and #RaiseTheWage for hard-working Americans nationwide.
6368,1135,2016-07-01 19:12:15,Congrats to Chicago and all those who fought to #RaiseTheWage. Boosting paychecks for hard-working Americans is the right thing to do.
2121,471,2016-07-01 17:18:21,Don't let the facts get drowned out. Join the OFA Truth Team today: https://t.co/RgBRNLYdYl https://t.co/SN8HUXw2H4
3397,1175,2016-07-01 15:55:52,"Since #Obamacare passed, health care spending has been slowingand the uninsured rate is down to an all-time low. https://t.co/DV3FT10f7M"
6671,1058,2016-07-01 02:35:15,Quickyou're running out of time to chip in before the fundraising deadline. https://t.co/1c3ejYu2WB https://t.co/JM9WbRIBFZ
3580,1279,2016-07-01 00:05:54,"We can do more than thoughts, prayers, and moments of silence. Add your voice to call on Congress to #DisarmHate. https://t.co/6CiFxUwwD7"
5777,1064,2016-06-30 21:54:47,Stretch it out and get readythe fundraising deadline is tonight. https://t.co/Ke22u7JHCa https://t.co/rwNuTtdgKA
9252,2550,2016-06-30 19:29:00,An overwhelming majority of Americans agreeCongress needs to act. #DisarmHate https://t.co/JuVv8MrEaO
2683,444,2016-06-30 17:49:56,Reach out and help build this movementpitch in: https://t.co/71qtnqx0Xj https://t.co/k6jketWz1r
12494,4210,2016-06-30 15:34:34,"After Monday's #SCOTUS ruling, more unconstitutional restrictions on women's reproductive rights are falling. https://t.co/q6D3sbHEpq"
2976,849,2016-06-29 22:30:35,Add your name if you agree: Climate change is real and it's going to take global action to tackle it. https://t.co/HC4QGNDFWC #ActOnClimate
5362,1366,2016-06-29 21:17:14,A new historic goal in the fight to #ActOnClimate. https://t.co/sAu2fHdxAb
2745,929,2016-06-28 18:36:10,Speak up and demand that Congress act on gun violence prevention: https://t.co/pA6IzzIE5A #DisarmHate
16213,5449,2016-06-28 17:36:14,Enough has been enough for a long time. Congress needs to vote on sensible gun legislation now. #DisarmHate https://t.co/twRQQnTBvK
2158,565,2016-06-28 16:35:12,"Congratulations to D.C., and thanks to Mayor Bowser and the D.C. Council for fighting to #RaiseTheWage. https://t.co/7cXBVUFCmn"
10008,3098,2016-06-28 15:35:34,"""She outworked her rivals ... and became a role model to millions of Americansincluding our two daughters."" President Obama on Pat Summitt"
5400,1162,2016-06-27 21:04:29,You don't need super powers to help push progress forward. Chip in today: https://t.co/yCxp5APr5E https://t.co/iHbjSMt3Ug
11629,3792,2016-06-27 19:34:59,Today's #SCOTUS ruling reaffirms that every woman has a right to make her own reproductive choices. https://t.co/uvgc9MgX3e
2988,796,2016-06-27 18:15:06,Say you'll keep fighting to protect a woman's right to make her own reproductive choices. https://t.co/pkbjaxm9wO
4490,1500,2016-06-27 16:58:46,The Supreme Court just struck down Texas' overly restrictive abortion lawsa win for women's reproductive rights. https://t.co/DMDwVnq6Vt
3052,843,2016-06-27 00:33:41,Love only wins when people like you stand up and fight for it. Are you in? https://t.co/bHtizDnaTY #LoveIsLove
7647,2350,2016-06-26 23:25:59,We must keep working toward an America free from discrimination against LGBT individuals. #LoveIsLove https://t.co/YxdiL21fIl
3878,1148,2016-06-26 22:13:07,President Obama designates the first national monument honoring the LGBT rights movement. https://t.co/vpPSEnyXV6 #LoveIsLove
3618,785,2016-06-26 21:07:02,Wear your love with pride. https://t.co/6863wUsjbn #LoveIsLove https://t.co/efRPdSb0dk
4553,1475,2016-06-26 19:41:57,"""We cant rest. Weve got to keep pushing for equality and acceptance and tolerance."" President Obama https://t.co/qJOqlrn0HP"
51998,28183,2016-06-26 17:49:51,Marriage equality is one year old. But we still have a long way to go for full equality. #LoveIsLove https://t.co/nwM1XFHKzG
2358,604,2016-06-26 14:00:02,Stand in solidarity with LGBT Americansadd your name. https://t.co/1gGugHitl1 #LoveIsLove
16731,5306,2016-06-25 21:20:57,We've made enormous progress toward full equality for LGBT Americans. Let's keep it going. #LoveIsLove https://t.co/x4mTOKQSiP
2244,537,2016-06-25 19:14:16,"In the weekly address, President Obama discusses the Stonewall Inn's significance and the ongoing push for progress: https://t.co/FVKkSnnuCt"
3201,1324,2016-06-24 23:15:28,Take a look: @VP Biden discusses what 4-4 decisionslike yesterday's on immigrationmean for our country. https://t.co/y6FXMAEzzd
2863,770,2016-06-24 21:12:33,"From gun violence prevention to LGBT rights, this grassroots movement is fighting for progress. Show your support: https://t.co/wc9gPY0h3G"
3634,1324,2016-06-24 19:57:52,"""Stonewall will be our first national monument to tell the story of the struggle for LGBT rights."" President Obama https://t.co/PhswSyKsub"
5290,1777,2016-06-24 18:35:29,"A few words used by leading legal minds to describe Judge Garland:
Phenomenal
Exceptionally bright
Fair-minded https://t.co/BqmzlabZlZ"
2111,634,2016-06-24 16:52:02,Think the Senate should give Judge Garland a fair hearing? Add your voice: https://t.co/iFQlY95TGt #DoYourJob
13429,6475,2016-06-24 15:33:01,"Because Senate leaders refuse to do their jobs, the Supreme Court cannot properly do its job. #DoYourJob https://t.co/DvqUdLN2pA"
3326,1229,2016-06-23 22:22:25,Speak up and demand that Congress act on gun violence prevention: https://t.co/Mo8ulIwRZg #DisarmHate
13769,4794,2016-06-23 21:02:36,Congress: Listen to the millions of voices demanding a vote on efforts to reduce gun violence. #DisarmHate https://t.co/X2uYxbJSs0
2084,673,2016-06-23 18:39:42,"Our immigration system is broken, and we need Congress for a long-term solutionspeak up for #ImmigrationAction: https://t.co/apx4e9xPmN"
1450,454,2016-06-23 15:53:15,LIVE: President Obama is speaking about today's Supreme Court immigration ruling. https://t.co/65QpzfLGS3 #ImmigrationAction
17193,6554,2016-06-23 01:30:23,We need more than moments of silence. We need action. And that's what's going on in the House now: https://t.co/L9m0dSfipA #NoBillNoBreak
12478,4487,2016-06-22 17:31:07,The kind of obstruction we're seeing from Senate leaders is unprecedented. #DoYourJob https://t.co/W4TbswBwvS
3557,1232,2016-06-22 15:16:17,"If you're one of the millions of Americans who believes Judge Garland should get a fair hearing, add your voice: https://t.co/51SBeDdTKl"
3722,1215,2016-06-21 22:02:41,Judge Merrick Garland just received the American Bar Association's highest rating: https://t.co/9ew2WSpFqd
1690,477,2016-06-21 20:52:38,Say you support decisive action to tackle climate change. https://t.co/S9gkxn0wpv #ActOnClimate
3371,1092,2016-06-21 19:47:25,Clean energy is here to stay. https://t.co/meQoPVWXtg
5391,1404,2016-06-21 17:45:49,"""There's something sacred about this place."" President Obama on Yosemite National Park https://t.co/BOsfJ0C9W7"
2368,530,2016-06-20 19:29:42,Staying informed is too important leave to chance. Join the @OFA Truth Team today: https://t.co/ltq6xPBNfI https://t.co/6FQZXGLTHA
1877,487,2016-06-20 17:09:07,Join @vj44 on a conference call to discuss efforts we can take to help reduce gun violence. https://t.co/AzL9CkYA7z
2603,725,2016-06-20 16:09:09,"Take a look at President Obama's interview with @NatGeo on national parks, climate change and more. https://t.co/xtbFt2XMHI"
6552,1919,2016-06-19 17:59:32,"""To me, fatherhood means being there."" President Obama https://t.co/rL6RROGvQg"
43568,11350,2016-06-19 16:49:17,Happy Father's Day to all the dads out there. https://t.co/okqSRnQk6n
3075,784,2016-06-18 23:28:31,"In the weekly address, the President talks about setting examples for children in light of tragedies like Orlando. https://t.co/B1k1FHYR76"
20562,5028,2016-06-18 15:31:18,President Obama has taken unprecedented steps to protect our land and water for future generations. https://t.co/D5PNr4itC5
6240,1996,2016-06-17 21:07:37,"This week, people all over the world came together to stand with the LGBT communitytake a look: https://t.co/YyZsmZOpUZ"
16733,7520,2016-06-13 16:52:45,#OrlandoUnited https://t.co/ixCxMZzGH2
34084,17771,2016-06-10 20:56:53,"""Minds open. Hearts change. America shifts."" President Obama #Pride2016 
https://t.co/JJSBJW5UEb"
11685,5567,2016-06-10 19:53:24,"Today, #LoveIsLove in all 50 states. But millions of Americans are still fighting to end discriminationjoin them: https://t.co/07hwYLJOy8"
3972,1511,2016-06-10 17:47:53,This is how you Slow Jam the News: https://t.co/bToPKW4UCM #POTUSonFallon
7949,1605,2016-06-10 00:43:05,Watch President Obama Slow Jam the News on @FallonTonight at 11:35 p.m. ET. #POTUSonFallon https://t.co/RuwpGwbTSA
15259,5905,2016-06-08 21:31:03,Be proud of how far we've comeand continue to push for progress. #LoveIsLove https://t.co/ApzHdiiO14
10569,3833,2016-06-07 21:57:06,Senate leaders' refusal to give Judge Garland a fair hearing is pure politics. #DoYourJob https://t.co/8rzLIBigzM
2953,964,2016-06-07 20:52:52,Your support for a fair hearing and timely up-or-down vote to fill the vacancy on the Supreme Court matters: https://t.co/qfpOoUefet
2093,670,2016-06-07 18:33:03,"Senate leaders' politicization of the Supreme Court is ""unconscionable."" https://t.co/f92L5TbGSR #DoYourJob"
2343,584,2016-06-07 16:58:40,Love looks good on you. Wear it with pride: https://t.co/LlWSvS4uBE #LoveIsLove https://t.co/g5WjqYQvHq
15888,7107,2016-06-07 15:24:30,This month and every month. #LoveIsLove https://t.co/L3kRhhRxA4
8075,2627,2016-06-06 21:46:16,"Unemployment rate 
Federal deficit 
Uninsured rate  https://t.co/SGZTb0ZBf3"
4225,1652,2016-06-06 19:09:53,Watch as President Obama tackles four common myths about our economy. https://t.co/9DdBoFj9y2
1772,399,2016-06-06 17:00:27,Former Energy Secretary @GovRichardson: Why the #TPP will make a difference in fighting climate change. https://t.co/AuWKEGJIGW
22645,8597,2016-06-04 15:41:59,"""We pray that the greatest fighter of them all finally rests in peace."" President Obama #RIPMuhammadAli"
2462,781,2016-06-03 20:45:16,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: https://t.co/j8T9Vqlffe
5680,1769,2016-06-03 19:38:47,It's time for Senate leaders to end the obstruction of our Supreme Court. #DoYourJob https://t.co/oKSLU2ADQi
1717,442,2016-06-03 17:35:34,Make sure you have all the factssign up to be part of the @OFA Truth Team. https://t.co/WozNFfFzW2 https://t.co/FrHVjmzd62
1858,527,2016-06-03 15:57:34,This is the largest annual global increase in renewable power capacityever: https://t.co/9Eha0d5gbb #ActOnClimate
3688,1623,2016-06-02 23:30:24,Watch: This is why people across the country have decided to #WearOrange today. https://t.co/IUguOJg2Zk
3705,1457,2016-06-02 22:31:43,Gun violence takes too many lives in our country. Congress must do something about itadd your name if you agree: https://t.co/H8Yh77Somm
6620,2795,2016-06-02 21:24:29,"This National Gun Violence Awareness Day, keep the pressure on Congress to act. #WearOrange https://t.co/VplJtSGMaU"
4563,2125,2016-06-02 20:09:40,"The noise around gun violence is loud.
But we can be louder.
#WearOrange https://t.co/lYA8JEFhvg"
3798,1516,2016-06-02 18:08:12,Join the thousands of people calling on Congress to do something about gun violenceadd your name: https://t.co/M0QQvNiYdj #WearOrange
8075,3316,2016-06-02 16:53:25,Gun violence takes far too many lives in America. Congress needs to act. #WearOrange https://t.co/TYqb1fklcu
1382,378,2016-06-01 23:47:34,LAST CHANCE: Keep calm and enter before the midnight deadline. https://t.co/GRHmsl26Hd https://t.co/RJxiN938k8
4884,3353,2016-06-01 22:04:31,Speak out against gun violence#WearOrange tomorrow. https://t.co/IUguOJg2Zk
1274,398,2016-06-01 21:08:12,Don't miss your chance to meet President Obama this summer. Enter before tonight's deadline: https://t.co/GLFCABWEuq
7572,2712,2016-06-01 19:53:06,This is progressbut there's still more work to do to make sure our economy works for everybody. https://t.co/Gm8wvx0Gan
1179,381,2016-06-01 19:31:15,"LIVE: President Obama is speaking in Elkhart, Indiana, highlighting America's economic progress. https://t.co/x8XPvevF8e"
1048,349,2016-06-01 18:33:43,"Tune in at 3:25 p.m. ET to watch President Obama speak in Elkhart, Indianaseven years after his first visit. https://t.co/ams2ipvolb"
2029,677,2016-06-01 16:37:00,"""Make the choice to do some good in the world."" Watch Judge Garland speak to high school seniors at his alma mater: https://t.co/lkiWqSFra7"
2499,585,2016-06-01 15:19:16,You don't want to miss out on this opportunityenter now before tonight's deadline. https://t.co/ZgquwBCiow https://t.co/VpuEcqR86Z
2777,607,2016-05-31 22:23:52,Suit upenter for a chance to meet President Obama before the deadline. https://t.co/5WQWYBGrAJ https://t.co/I79QxFVYGF
2009,694,2016-05-31 20:12:18,The Supreme Court shouldn't be part of partisan political games. Add your name if you agree: https://t.co/uqAYi3uxrI
10729,3982,2016-05-31 16:51:40,"Because some Senate leaders won't do their jobs, the Supreme Court can't fully do its job. #DoYourJob https://t.co/gxXi7wCfg0"
1614,459,2016-05-31 15:21:39,Share a laugh with President Obamaenter now for your chance. https://t.co/pZ4bvOtFVx https://t.co/JkBo1fVrJ0
20497,6196,2016-05-30 18:21:05,"""Today, and every day, let us remember the servicemen and women we have lost."" President Obama https://t.co/x1lQbyFr2M"
4675,1222,2016-05-30 14:36:19,"""This Memorial weekend, I hope youll join me in acts of remembrance."" President Obama https://t.co/UxDZMDjMdu"
2965,907,2016-05-27 21:26:49,A new survey shows that the overwhelming majority of #Obamacare customers are satisfied with their plans: https://t.co/75eFrBUV0e
