favourite_count,retweet_account,time,tweet
1385,418,2016-01-26 23:27:35,Before Sunday: #GetCovered. https://t.co/GJghRxqGRj https://t.co/cbpfaOxhYV
3667,1475,2016-01-26 21:54:24,"Last night, President Obama banned the use of solitary confinement for juveniles in federal prisons. Read more: https://t.co/A1qQL1clRt"
4681,1262,2016-01-26 20:06:50,Health care reform has helped millionsjoin the team that's fighting to protect it. https://t.co/DPtvgfEfMA https://t.co/8gpeGqnUCB
1437,443,2016-01-26 18:39:35,A new study confirms that the #TPP will raise wages for American workers and grow our economy. https://t.co/Yidp3pWnX3
3343,722,2016-01-25 23:00:07,Time's running out to #GetCovered before the January 31 deadline. Check out your options: https://t.co/vZQTajuEKR https://t.co/81GzIQY83h
1501,602,2016-01-25 20:52:36,Take a look at President Obama's latest common-sense step to help fight climate change: https://t.co/rQ0dK9U4Em #ActOnClimate
2070,576,2016-01-25 18:46:23,Join the millions who've enrolled in the new marketplace. The deadline is January 31: https://t.co/n4c40resJs https://t.co/K6AaIR0xe7
2221,1277,2016-01-25 16:20:38,Fifteen of the 16 hottest years ever recorded have been in the 21st century. See for yourself: https://t.co/zO0lZfW3Kc #ActOnClimate
2866,728,2016-01-23 20:54:06,"""If you havent looked at your new coverage options, youve still got time to get covered."" President Obama https://t.co/YlrvNmY65K"
2444,614,2016-01-23 19:15:44,"In the weekly address, President Obama encourages people to check out their health care options and #GetCovered: https://t.co/spW5qkgT4q"
2530,797,2016-01-22 21:56:18,Extreme voices in Congress have tried to dismantle #Obamacare more than 60 timesjoin the team that's fighting back: https://t.co/6gxO4bMTwA
7268,1727,2016-01-22 20:22:22,Check ups: covered under Obamacare. https://t.co/lXbjvJra3n #GetCovered https://t.co/0rTsMXDNfC
9174,4328,2016-01-22 18:33:14,97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6
8712,3890,2016-01-22 17:16:40,"""The government should not intrude on private decisions made between a woman and her doctor."" President Obama #Roe43"
1175,312,2016-01-21 22:03:06,LIVE: President Obama is speaking at the U.S. Conference of Mayors. https://t.co/dCEpT6gc4K
5991,1372,2016-01-21 21:04:25,Be prepared for the cold. #GetCovered today: https://t.co/ObT9sKM0sn https://t.co/MRgSnD7lOp
2441,526,2016-01-21 19:01:56,Get the peace of mind that comes with having health insurance#GetCovered today: https://t.co/jsKJcmD7fm https://t.co/D4K9sj83xh
2570,964,2016-01-21 17:57:23,"Fighting climate change: 
Creating jobs: 
The solar industry is booming. https://t.co/8GYjQkeaTU"
2153,620,2016-01-21 16:25:05,"""The American auto industry is all the way back."" President Obama #MadeInAmerica https://t.co/QnksUHjMuu"
1928,1065,2016-01-20 23:13:32,It's official: Last year was the hottest year on recordby a very wide margin. https://t.co/RbbvWHIeG6 #ActOnClimate
1206,379,2016-01-20 20:50:16,LIVE: President Obama is speaking in Detroit about the progress of the American auto industry. https://t.co/zxyBfHlwEc
1142,303,2016-01-20 19:26:24,Tune in at 3:25 p.m. ET to watch President Obama highlight the economic comeback of the auto industry: https://t.co/OJXlzUx8bN
1190,277,2016-01-20 17:45:12,Shop around: https://t.co/4qWv5nK5RK #GetCovered https://t.co/2f9AwU6kVU
1121,293,2016-01-20 16:04:38,Read how @OFA organizers are sharing their personal stories to help #StopGunViolence: https://t.co/0SQPvAfhjf
1773,607,2016-01-19 18:35:23,American diplomacy has helped make the world safer and more secure through the #IranDeal. Read how: https://t.co/BfksIZpjJe
2491,793,2016-01-19 15:58:15,"Because of American diplomacy, all of Iran's pathways to a nuclear weapon have been blocked. #IranDeal https://t.co/viKHWJecue"
10286,5284,2016-01-18 16:38:42,"""It is our mission to fulfill his vision of a nation devoted to rejecting bigotry in all its forms."" President Obama #MLKDay"
27074,9285,2016-01-17 22:06:35,"Happy birthday, @FLOTUS. Thank you for all you do. https://t.co/ITj9tbXk68"
3815,1114,2016-01-16 16:57:17,"""Thats when America works bestwhen everyone has opportunity; when everyone has some security."" President Obama https://t.co/Yy9JeoCN2I"
2355,575,2016-01-16 15:40:51,"In the weekly address, President Obama speaks about taking steps to modernize our unemployment insurance system. https://t.co/fMYh94fg1w"
2532,778,2016-01-15 23:37:57,President Obama announced a pause on new coal leases on federal landsa step forward in the fight to #ActOnClimate: https://t.co/boMQbHvImy
1156,326,2016-01-15 19:19:40,"LIVE: President Obama is answering questions from @smartereveryday, @sWooZ1e, and @ingridnilsen. https://t.co/OOb1kkF5r7 #YouTubeAsksObama"
917,278,2016-01-15 18:50:00,Tune in at 2:15 p.m. ET to watch President Obama do an interview with three popular YouTube creators: https://t.co/lkj0ZdiRBM
5024,1923,2016-01-15 18:22:26,America now has the lowest uninsured rate on record thanks to #Obamacare. Repealing it doesn't make sense. https://t.co/qBMYaHA1pk
1186,361,2016-01-15 17:30:52,ICYMI: More than 11 million people have enrolled in health care plans through the marketplace so far. https://t.co/cWb4OaWwuD
1087,314,2016-01-15 16:11:11,DEADLINE: Check out your options today for coverage that begins on February 1. https://t.co/NAoDBeHUgQ #GetCovered https://t.co/v9IBRrs3ur
1152,293,2016-01-14 22:36:34,Check out what @VP Biden told a group of @OFA supporters yesterday: https://t.co/NjCc5vq34H
2186,955,2016-01-14 20:37:48,Solar energy jobs have doubled in just five years. https://t.co/pBDPEYCuML #ActOnClimate
2922,975,2016-01-14 17:31:11,"""Thats the country we love. Clear-eyed. Big-hearted. Undaunted by challenge."" President Obama #SOTU https://t.co/RPQCGgX0oN"
1059,311,2016-01-14 16:13:50,LIVE: President Obama is holding a town hall in Louisiana on the progress Americans have made and the path forward. https://t.co/6A5NKzELJX
1106,355,2016-01-14 15:26:25,"Tune in at 11:05 a.m. ET to watch President Obama participate in a town hall in Baton Rouge, Louisiana: https://t.co/4oJ9cvg1qy"
1543,427,2016-01-13 22:31:51,LIVE: President Obama is speaking in Omaha about moving our country forward. https://t.co/CnQqF3c0F9
913,209,2016-01-13 20:20:10,LIVE: @VP Biden is speaking with @OFA supporters on the work ahead in 2016. https://t.co/k5iTk6DCbZ
1554,317,2016-01-13 19:28:23,RSVP for @OFA's call with @VP Biden at 3:15 p.m. ET today. You don't want to miss it: https://t.co/OHdbzd4MEh https://t.co/9iqaRMiZ92
5559,2503,2016-01-13 18:35:33,Missed President Obama's final #SOTU last night? Check out his full remarks. https://t.co/7KHp3EHK8D
1464,331,2016-01-13 17:32:47,Fired up from the #SOTU? RSVP to hear @VP talk about the work ahead with @OFA supporters: https://t.co/EIe2g6hT0I https://t.co/jIGBqLTDHB
3544,906,2016-01-13 03:13:41,Fired up and ready to go? Join the movement: https://t.co/stTSEUMkxN #SOTU
11557,6965,2016-01-13 03:12:04,"""I believe in change because I believe in you."" President Obama #SOTU"
35756,19068,2016-01-13 03:09:03,"""I can promise that a year from now, when I no longer hold this office, Ill be right there with you as a citizen."" President Obama #SOTU"
4862,2612,2016-01-13 03:06:57,"""Our collective future depends on your willingness to uphold your obligations as a citizen."" President Obama #SOTU"
6659,4387,2016-01-13 03:04:51,"""Democracy breaks down when the average person feels their voice doesnt matter."" President Obama #SOTU"
4486,2472,2016-01-13 03:03:39,"""Our public life withers when only the most extreme voices get all the attention."" President Obama #SOTU"
3685,1873,2016-01-13 03:03:09,"""Democracy grinds to a halt without a willingness to compromise."" President Obama #SOTU"
2941,1394,2016-01-13 03:02:22,"""Democracy does require basic bonds of trust between its citizens."" President Obama #SOTU"
4656,2999,2016-01-13 03:01:13,"""The future we want ... is within our reach. But it will only happen if we work together."" President Obama #SOTU"
7939,5935,2016-01-13 03:00:24,"""We need to reject any politics that targets people because of race or religion."" President Obama #SOTU"
1339,425,2016-01-13 02:54:33,President Obama: The Trans-Pacific Partnership will protect workers and the environment. #LeadOnTrade #SOTU
3162,1464,2016-01-13 02:47:01,"""Our troops are the finest fighting force in the history of the world."" President Obama #SOTU"
3840,2081,2016-01-13 02:46:33,"""The United States of America is the most powerful nation on Earth. Period."" President Obama #SOTU"
2085,792,2016-01-13 02:45:58,"""Weve got to accelerate the transition away from old, dirtier energy sources."" President Obama #SOTU"
4268,2231,2016-01-13 02:45:25,"""Gas under two bucks a gallon aint bad, either."" President Obama #SOTU"
2004,715,2016-01-13 02:44:49,"""On rooftops from Arizona to New York, solar is saving Americans tens of millions of dollars a year."" President Obama #ActOnClimate #SOTU"
1880,568,2016-01-13 02:44:19,"""Seven years ago, we made the single biggest investment in clean energy in our history."" President Obama #SOTU"
2062,873,2016-01-13 02:43:44,"""Why would we want to pass up the chance for American businesses to produce and sell the energy of the future?"" President Obama #SOTU"
5394,3315,2016-01-13 02:42:27,"""If anybody still wants to dispute the science around climate change, have at it. Youll be pretty lonely."" President Obama #SOTU"
4360,1873,2016-01-13 02:41:24,Global action on climate change is happeningshow your support today: https://t.co/UXy7xHlyA5 #ActOnClimate #SOTU
2381,1290,2016-01-13 02:40:38,We have the responsibility to lead on climate change. #ActOnClimate #SOTU https://t.co/VnoqXVDdFw
2614,1350,2016-01-13 02:39:03,"""America is every immigrant and entrepreneur, from Boston to Austin to Silicon Valley."" President Obama #SOTU"
2380,1012,2016-01-13 02:38:18,"""That spirit of discovery is in our DNA. America is Thomas Edison and the Wright Brothers and George Washington Carver."" President Obama"
1937,903,2016-01-13 02:37:21,"""Workers and start-ups and small businesses need more of a voice, not less."" President Obama #SOTU"
7407,4848,2016-01-13 02:36:22,"""Food Stamp recipients didnt cause the financial crisis; recklessness on Wall Street did."" President Obama #SOTU"
1515,557,2016-01-13 02:35:47,"""I believe a thriving private sector is the lifeblood of our economy."" President Obama #SOTU"
2239,1186,2016-01-13 02:34:53,"""America is about giving everybody willing to work a chance."" President Obama #SOTU"
1785,675,2016-01-13 02:34:20,"""Parties should work together to improve job security."" President Obama #SOTU"
2516,1160,2016-01-13 02:33:06,And counting. #SOTU https://t.co/kVX2JS964s
2403,1161,2016-01-13 02:31:18,"""Social Security and Medicare are more important than ever. We shouldnt weaken them, we should strengthen them."" President Obama #SOTU"
2392,1380,2016-01-13 02:30:34,Share the facts. #SOTU https://t.co/aUpUmMys5j
3879,2685,2016-01-13 02:30:01,"""We have to make college affordable for every American."" President Obama #CollegeOpportunity #SOTU"
3525,2062,2016-01-13 02:28:37,"""We should recruit and support more great teachers for our kids."" President Obama #SOTU"
2243,1287,2016-01-13 02:28:17,"""Real opportunity requires every American to get the education and training they need to land a good-paying job."" President Obama #SOTU"
6935,4169,2016-01-13 02:27:17,Students should be able to get an education without taking on decades' worth of student loan debt. #SOTU https://t.co/taytxY39tM
2791,1596,2016-01-13 02:26:13,"""Everybody that works hard deserves a fair shot."" President Obama #SOTU #RaiseTheWage"
1412,603,2016-01-13 02:25:45,"""For the past seven years, our goal has been a growing economy that also works better for everybody."" President Obama #SOTU"
1341,441,2016-01-13 02:24:49,"""Our auto industry just had its best year ever."" President Obama #SOTU"
2126,1308,2016-01-13 02:23:57,"""More than 14 million new jobs; the strongest two years of job growth since the 90s; an unemployment rate cut in half."" President Obama"
1418,690,2016-01-13 02:23:01,Middle-class economics works. #SOTU https://t.co/rit5WnqxH1
1590,757,2016-01-13 02:22:09,"""A basic: the United States of America, right now, has the strongest, most durable economy in the world."" President Obama #SOTU"
2607,1582,2016-01-13 02:21:10,Change only happens when you organize. #SOTU https://t.co/uhkhAX8XSB
1268,516,2016-01-13 02:19:34,"""We made change work for us, always extending Americas promise outward, to the next frontier, to more people."" President Obama #SOTU"
2191,1067,2016-01-13 02:16:54,"""I want to focus on our future."" President Obama #SOTU"
4391,2334,2016-01-13 02:15:53,"President Obama: Ill keep pushing for progress on immigration, gun violence, equal pay, paid leave, raising the minimum wage. #SOTU"
2054,855,2016-01-13 02:14:49,"""Who knows, we might surprise the cynics again."" President Obama #SOTU"
1934,856,2016-01-13 02:13:47,"""I hope we can work together this year on some bipartisan priorities like criminal justice reform."" President Obama #SOTU"
1344,897,2016-01-13 02:06:26,LIVE: President Obama is delivering his final State of the Union address now. https://t.co/j6HHsQPFiV #SOTU
2403,993,2016-01-13 01:04:52,Tune in for President Obama's final State of the Union at 9 p.m. ET tonight. https://t.co/xq5NS39Vbq #SOTU https://t.co/44W691pswA
1835,663,2016-01-13 00:06:51,The stage is settune in tonight. https://t.co/g8EVviXytY #SOTU https://t.co/yIFbuvxVgl
2197,771,2016-01-12 21:14:04,"""Its the last time well do this, but were not even close to done working."" @VP Joe Biden on the #SOTU https://t.co/HXa8ssKp2m"
2111,806,2016-01-12 19:27:39,The last seven years have been packed with progress. See how far we've come: https://t.co/IS0ZOCq3pI
20025,10540,2016-01-12 17:42:57,One last time. #SOTU https://t.co/Fu9YeOQG9D
8850,4204,2016-01-12 15:57:52,Tonightit's going to be a good time. Don't miss the State of the Union. https://t.co/yC2x4ODfBa #SOTU https://t.co/9FUNGoRp8Z
3222,951,2016-01-11 22:58:34,"Get ready for President Obama's final #SOTU, and add your voice to the conversation: https://t.co/4Gn620lpP7 https://t.co/tNou5dUMo8"
2605,904,2016-01-11 18:07:21,President Obama's last State of the Union addressit's only a day away. https://t.co/Mav5KTivxG #SOTU https://t.co/To0pptxXwb
2963,1053,2016-01-11 00:40:30,January 12don't miss it. https://t.co/LLcwp8pVP7 #SOTU https://t.co/0jKS1vVV4y
2235,720,2016-01-10 22:38:03,Another milestone to celebrate for wind powerand plenty of room to grow. https://t.co/YP7rHbfcY7
2524,713,2016-01-09 22:34:43,Tuesday: https://t.co/DYvFziQN3t #SOTU https://t.co/pZNbyXsBA7
1921,549,2016-01-09 19:15:39,"""Today, the American auto industry is back."" President Obama https://t.co/jk7Yn3ziMZ"
1575,372,2016-01-09 18:02:22,"In the weekly address, President Obama discusses the incredible progress made in the American auto industry: https://t.co/jHjeSCGcf4"
2742,909,2016-01-08 23:13:58,Get readythis one is going to be good. https://t.co/nYzRd11fdn #SOTU https://t.co/8l51Ojr0PL
1599,686,2016-01-08 22:29:54,Read President Obama's @NYTimes op-ed on how we all play a part in efforts to help #StopGunViolence in America: https://t.co/etwJWaBpvK
1551,410,2016-01-08 21:23:45,ICYMI: Listen to what President Obama said to @OFA supporters on a call about steps forward to #StopGunViolence. https://t.co/uPnVrKhT1z
3284,1125,2016-01-08 19:29:58,This doesn't have to be the new normaljoin the fight to help #StopGunViolence: https://t.co/y1PJ1LMUNO https://t.co/rvcljpGJOW
1818,545,2016-01-08 19:11:30,Happening now: President Obama is speaking to @OFA supporters on how everyone can help #StopGunViolence. https://t.co/Z4xqKJ2QHv
1564,558,2016-01-08 17:32:08,The December jobs report shows big gains in employment and higher wages for American workers. Read more: https://t.co/PtfVdBp6Gr
4075,1452,2016-01-08 14:42:49,"The economy added 292,000 jobs in Decembera record-breaking 70 consecutive months of private-sector job growth."
3985,1630,2016-01-08 02:15:42,"If you agree with common-sense steps to help curb gun violence, add your name: https://t.co/5QwlB9yiBi #GunsInAmerica"
3172,1055,2016-01-07 23:52:31,Don't miss President Obama's town hall event on how to #StopGunViolence in Americatune in at 8 p.m. ET on @CNN. https://t.co/IHqRfQQgkQ
2780,854,2016-01-07 20:06:58,Almost time for President Obama's last #SOTUjoin the conversation: https://t.co/41CyXERYGR https://t.co/Ha49hn81S8
6169,2526,2016-01-07 18:16:12,Watch what President Obama has to say about his final #SOTU. https://t.co/vPX1syTKuv
2148,596,2016-01-07 16:25:26,Don't miss this: https://t.co/vc7OAB1bXm #SOTU https://t.co/yVckdjPstM
4994,1558,2016-01-06 20:00:38,Twelve more months of progress to gosay you'll tune in: https://t.co/H4l5Of1PLa https://t.co/8RyGiLE2Po
2446,842,2016-01-06 18:05:21,Read how President Obama's common-sense actions could help #StopGunViolence in America: https://t.co/lUlXKUPKvP
2854,966,2016-01-06 16:42:27,Congress canand shouldtake action to help #StopGunViolence. Add your name if you agree: https://t.co/FM0LDirQGV
8235,3953,2016-01-05 22:45:14,"""The constant excuses for inaction no longer do."" President Obama #StopGunViolence https://t.co/JfNhMyE0r4"
9223,3738,2016-01-05 18:33:00,President Obama's common-sense actions will help #StopGunViolence. Now Congress needs to step up. https://t.co/DPkaaIp4p7
5458,2716,2016-01-05 17:28:15,Add your name if you think it's time for Congress to stand up to the gun lobby and help #StopGunViolence. https://t.co/Zyaa4b6QNk
1728,789,2016-01-05 16:43:25,LIVE: President Obama is talking about how to make our communities safer by reducing gun violence in America. https://t.co/GGThaBxkO3
1741,561,2016-01-05 15:55:49,Tune in at 11:40 a.m. ET to watch President Obama announce steps to help #StopGunViolence: https://t.co/AFhiFlpe74
7921,2830,2016-01-04 22:06:30,This is itPresident Obama's final #SOTU. Say you'll be watching: https://t.co/W8niWpEVnX https://t.co/NmLWydsePO
1358,373,2016-01-04 17:26:51,Start the new year off the right way and #GetCovered now: https://t.co/RmWOZyd6UQ https://t.co/d6O8TLuspK
6954,3428,2016-01-01 23:37:50,"""We know that we cant stop every act of violence. But what if we tried to stop even one?"" President Obama https://t.co/tdBzeGr8kC"
13662,3739,2016-01-01 18:09:08,"Hello, 2016. https://t.co/Qvt6vOY1B3"
61074,28756,2016-01-01 01:25:33,Ring in the new year with the one you love. https://t.co/lWjSZtN9N7
3795,930,2016-01-01 00:24:25,FINAL CALL: Help make 2016 a year full of progress. Chip in today. https://t.co/xJKOZ4qAD7 https://t.co/tGQEwhpU1B
3778,986,2015-12-31 23:25:54,You don't want to miss this. Say you'll tune in for President Obama's final #SOTU: https://t.co/0nLa9bR8wb https://t.co/JkidFquqS7
1351,521,2015-12-31 22:25:40,LAST CALL: You could be going on a seven-day cruise to Alaskabut only if you enter today. https://t.co/L1a5XkmNoq https://t.co/OLUPeoJpLH
3838,835,2015-12-31 20:25:45,Thinking of ways you can help out over the next year? Look no further: https://t.co/BhXZzzrqqt https://t.co/dYSv2HwKjW
1196,271,2015-12-31 19:24:35,DEADLINE: Chip in to help fund the fight for more progress in 2016. https://t.co/ezVFTh8LJ2
1466,346,2015-12-31 18:15:03,You and a friend could be heading north. Enter now to win a cruise to Alaska: https://t.co/R3Zhuc2Jt4 https://t.co/P8NjsWwpAg
3250,863,2015-12-31 16:54:22,TONIGHT: Come in with the clutch contribution before the deadline. https://t.co/kmfpf4CbDf https://t.co/fdDYhGu9ng
2289,777,2015-12-30 22:08:58,Global climate action became a reality this yearkeep the progress going in 2016: https://t.co/LoFVusJz5p https://t.co/0Xqt4gJM3G
6242,1439,2015-12-30 19:56:57,Chip in to help gear up for the big fights in 2016: https://t.co/Xkhkfx6GtO https://t.co/8b4O2wTDyX
1728,484,2015-12-30 18:22:23,Here's your chance to get lost in the beauty of the Last Frontier state: https://t.co/FMSKYxg5T9 https://t.co/luIDL2OmOw
2151,437,2015-12-30 16:40:58,Get readythe deadline to pitch in before the new year is right around the corner. https://t.co/hbXvpbu6RY https://t.co/c9MakiUyrW
5379,2224,2015-12-29 21:43:19,"In 31 states, people can still be fired because of who they love. Help change that in 2016: https://t.co/19OA1ZV27Y https://t.co/FPJE5lqg3R"
2541,943,2015-12-29 20:31:47,"Seven down, one more to go. Make sure you tune in for President Obama's last #SOTU: https://t.co/HFgZR9WXRC https://t.co/xqSZBhULy2"
1326,339,2015-12-29 18:29:28,Have you entered yet? You and a friend could win a trip to Alaska: https://t.co/t6XiS36KEa https://t.co/WOixbqA6Tb
1694,546,2015-12-29 16:49:22,Check out five big victories that made 2015 a great year for progress: https://t.co/QUoecEpNfJ
13121,6178,2015-12-28 22:26:33,Suit upit's President Obama's final State of the Union. Say you'll tune in: https://t.co/AGwK7ExsUV https://t.co/RFwI8GwxIh
2969,594,2015-12-28 20:07:40,You can still join the team fighting for progress. Get your contribution in under the wire: https://t.co/j5kL0bIr35 https://t.co/Mu59GJBSR3
1448,365,2015-12-28 16:53:30,Seeking adventure? Find it in Alaska. Enter @OFA's contest today: https://t.co/paNyXiClKM https://t.co/3icA3r8MuU
1940,512,2015-12-26 20:16:47,Don't miss your chance for the adventure of a lifetime. Enter nowand you and a friend could be headed to Alaska: https://t.co/ForMWvOuoI
3106,838,2015-12-26 15:45:19,This year was full of progress. But there's more work to do in 2016and you can help: https://t.co/qHuDVCmPRN https://t.co/RO9olkGSaM
10018,2619,2015-12-25 19:36:38,"""Merry Christmas, everybody!"" President Obama https://t.co/FOvgcxMqqw"
23868,7199,2015-12-25 18:22:55,"Merry Christmas, and happy holidays to you and yoursbig or small. https://t.co/knZUoQidcl"
2850,601,2015-12-24 19:53:42,Beautiful mountain tops. Huge glaciers. And polar bearssee them all in Alaska. https://t.co/P93uQBWHpX https://t.co/IIM1Q3afJz
1773,461,2015-12-23 18:47:00,Here's one way to help make 2016 a year of action: https://t.co/PkXcIqKUda
1605,385,2015-12-22 21:18:53,Time to check this one off your bucket list: https://t.co/iK5f3Pz5Ft https://t.co/dYQZP3A8mh
1882,565,2015-12-22 18:29:17,2015 has been a great year for progressbut there's still more work to do. https://t.co/LZSPcWTKp7
2048,457,2015-12-22 16:21:38,Get your donation in before the door closes: https://t.co/fn8SiCN9Zt https://t.co/ILLWOpx8wD
2822,937,2015-12-21 21:39:14,Here's your chance to take in this view for yourself: https://t.co/oxRodplqb8 https://t.co/eGwVQm8QE2
844,270,2015-12-21 20:35:48,Find out how @OFA organizers are gearing up to #ActOnClimate in their communitiesand how you can support this work: https://t.co/OIa4ryAdw0
4862,996,2015-12-21 19:19:29,This grassroots movement is going full speed ahead into 2016. Help keep up the momentum: https://t.co/Dksw33xnqL https://t.co/g4At2FXK60
1203,330,2015-12-21 18:04:21,Get your binoculars ready. Enter for your chance at an #OFAdventure: https://t.co/freDgWL8DP https://t.co/YHJcpD9OIW
1429,869,2015-12-21 17:09:03,2015 will likely be the hottest year ever recorded. https://t.co/3riSWz8Aag #ActOnClimate
2793,601,2015-12-20 20:24:41,"Become an @OFA Champion, and cheer on the movement fighting for lasting change: https://t.co/0VygE9fMMU https://t.co/fx5sXF7rGe"
1818,450,2015-12-19 23:35:09,"Enter now, and you and a friend could win a seven-day cruise to Alaska: https://t.co/1Au7WnJhHx https://t.co/iHo8V1XL9n"
2380,715,2015-12-19 18:54:59,"""The number one reason Im optimistic going into 2016: It's youthe American people."" President Obama https://t.co/Z05ikvakH8"
1351,451,2015-12-19 16:43:30,"In the weekly address, President Obama gives a roundup of the top ten things that happened in 2015. Watch: https://t.co/8CBy0inbgq"
2051,592,2015-12-18 22:49:38,"Stand on the deck. Take in the beauty. Repeat. 
Enter to win a seven-day cruise to Alaska: https://t.co/XrcXjKGjj7 https://t.co/LzXb1f2Opu"
868,269,2015-12-18 19:07:33,LIVE: President Obama is speaking in the Brady Press Briefing Room. https://t.co/n0tqEETSmp
736,254,2015-12-18 18:00:34,Tune in at 1:50 p.m. ET to watch as President Obama holds a news conference. https://t.co/d5vzL2IDQk
3178,741,2015-12-18 16:51:53,Lend a handchip in to show your support for this grassroots movement. https://t.co/YaGm6yDvaY https://t.co/DmR1NUHnbr
3176,624,2015-12-18 04:02:12,"Bucket list:
Go on a cruise 
Travel to Alaska 
Whale watching in the Arctic 

Enter: https://t.co/Rqc2LYGUfV https://t.co/8adUMLh7RZ"
2146,509,2015-12-17 22:46:09,This grassroots movement is aiming high for 2016. You can help by pitching in: https://t.co/5MGYREoabS https://t.co/FcRRnjrjPk
1308,402,2015-12-17 20:35:48,What are you waiting for? Here's your chance for an Alaskan adventure: https://t.co/zbkKz2l4Bf https://t.co/kVXeqoIziJ
1091,295,2015-12-17 17:59:20,LIVE: President Obama is speaking at the National Counterterrorism Center. https://t.co/FQSLkowX7v
1086,275,2015-12-17 16:24:06,Tune in at 12:15 a.m. ET to watch President Obama deliver a statement. https://t.co/mRABhdfE0v
1327,497,2015-12-17 02:45:09,Good news: You have two extra days to #GetCovered for the new year. https://t.co/ArZWSWTUK3 https://t.co/PqxS4UBIqD
1293,383,2015-12-16 22:23:55,This is your chance for an adventure. Don't miss it: https://t.co/XLvczm9ftp https://t.co/Kk8IWZNVR6
2231,860,2015-12-16 20:07:29,"The #ParisAgreement gives us the chance to secure a healthier, more prosperous future for the next generation. https://t.co/ljMW9zDTC5"
2042,720,2015-12-16 18:57:27,"After years of effort by the U.S., nearly every country in the world came together to stand #UnitedOnClimate. https://t.co/3CtLUPak0x"
1143,301,2015-12-16 16:52:15,Want to take in this view? Enter now for your chance: https://t.co/1jmsqPYZor https://t.co/GDxb2mhmWl
1134,386,2015-12-15 23:17:20,"DEADLINE: If you want coverage to start off 2016, make sure to check out your options today. https://t.co/Ub9G9J4qf4 https://t.co/WfP5gLSbeY"
1920,555,2015-12-15 22:17:38,"Thanks to American leadership, countries around the world are standing #UnitedOnClimate. https://t.co/NDKceX0BMv"
2387,942,2015-12-15 20:25:29,"""I believe this moment can be a turning point for the world."" President Obama on the #ParisAgreement https://t.co/BMZSntlNfh"
1969,503,2015-12-15 18:29:08,A trip to Alaska could be great motivation to join the fight to #ActOnClimate. Enter now: https://t.co/O0BEOKfAau https://t.co/lU4veG3htt
904,282,2015-12-15 16:56:45,LIVE: President Obama is speaking at a naturalization ceremony at the National Archives. https://t.co/ax9hErqXZi
3507,1319,2015-12-14 21:00:48,"""America, this will changebut only when we stand up, together, and demand it."" President Obama https://t.co/hTcIIsK5Ai #SandyHook"
1016,358,2015-12-14 17:47:48,LIVE: President Obama is delivering a statement at the Pentagon. https://t.co/235zTWnyz0
879,289,2015-12-14 16:56:21,Tune in at 12:25 p.m. ET to watch President Obama speak at the Pentagon: https://t.co/lfwJ3IXZE3
2624,1035,2015-12-13 22:02:40,Say you stand with countries around the world who are #UnitedOnClimateadd your name: https://t.co/f12TuSPSjW #ParisAgreement
20172,11232,2015-12-12 18:29:43,This is huge: Almost every country in the world just signed on to the #ParisAgreement on climate changethanks to American leadership.
1420,557,2015-12-11 22:18:58,"Congress still hasn't passed a budget, and time's running out. Read why @OFA supporters are saying #EnoughAlready: https://t.co/HMZt4b91wp"
976,373,2015-12-11 19:52:53,8 out of 10 uninsured Americans may qualify for financial help. See if you're one of them: https://t.co/RoQyvfMQmi #GetCovered
1100,392,2015-12-11 18:24:46,Start the new year off right: https://t.co/YAADJtYeMp #GetCovered https://t.co/bkJVqA7Qu1
1368,453,2015-12-11 16:11:11,Climate action at the local level is key in pushing the conversation forward. Read the latest from Wisconsin: https://t.co/Cf9ZD7cJ0p
1339,448,2015-12-10 22:55:53,Enroll by December 15th and you'll ring in the new year with the security of health insurance: https://t.co/w0UahTIN4O #GetCovered
1195,412,2015-12-10 21:09:21,WATCH: President Obama tells a room full of organizers to continue the fight on climate change. https://t.co/ri3kiWVDLT #ActOnClimate
1687,746,2015-12-10 19:18:28,Nations from around the world are coming together to #ActOnClimate. Join millions calling for real progress: https://t.co/EQCMO20xAh
1182,466,2015-12-10 16:16:09,LIVE: President Obama is speaking about education and signing the Every Student Succeeds Act. https://t.co/DwcKVaLlql #ESSA
2708,925,2015-12-09 21:35:19,"With American leadership, more than 180 nations have committed to tackling climate change. #UnitedOnClimate https://t.co/iq1SyJhVsX"
1867,877,2015-12-09 20:19:51,The world is #UnitedOnClimate. It's time to act. https://t.co/jvCIgpcDLi
974,362,2015-12-09 17:03:21,LIVE: President Obama is delivering remarks at an event marking the 150th anniversary of the 13th Amendment. https://t.co/l13zAa8wtc
957,360,2015-12-09 16:06:17,Tune in at 11:50 a.m. ET to watch President Obama commemorate the 150th anniversary of the 13th Amendment: https://t.co/c1k3kopsr3
2537,1061,2015-12-09 00:06:06,Show your support for common-sense gun safety laws like closing the No-Fly List loophole: https://t.co/UsjEkfZQhb #DoSomething
2922,1307,2015-12-08 22:01:59,Closing the No-Fly List loophole is a no-brainer. #DoSomething https://t.co/UzbNQbUnor
1565,643,2015-12-08 20:46:44,Hundreds of nations are coming together to stand #UnitedOnClimateand you can join the conversation: https://t.co/98glwuXieP
1982,882,2015-12-08 18:31:01,The world is #UnitedOnClimateit's time for climate change deniers in Congress to get on board. https://t.co/fayuoBVCmP
